player_id,first_name,last_name,player_name,current_club_id,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,international_caps,international_goals,current_national_team_id,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur,stats_player_name,stats_position,stats_club,minutes_played,goals,assists,xG,xAG,progressive_passes,progressive_carries,dribbles_attempted,dribbles_successful,shot_creating_actions,goal_creating_actions,tackles,blocks,yellow_cards_stats,red_cards_stats
400661,Agustín,Sant'Anna,Agustín Sant'Anna,8793,Uruguay,Montevideo,Uruguay,1997-09-27 00:00:00,Right-Back,Defender,right,173.0,2027-12-31 00:00:00,0.0,0.0,,BRA1,Red Bull Bragantino,3500000.0,3500000.0,,,,,,,,,,,,,,,,,,
400960,Alan,Franco,Alan Franco,330,Ecuador,Alfredo Baquerizo Moreno,Ecuador,1998-08-21 00:00:00,Central Midfield,Midfield,right,175.0,2027-12-31 00:00:00,62.0,1.0,,BRA1,Clube Atlético Mineiro,4500000.0,4500000.0,,,,,,,,,,,,,,,,,,
401533,,Matheusinho,Matheusinho,8718,Brazil,Belo Horizonte,Brazil,1998-02-11 00:00:00,Attacking Midfield,Midfield,right,164.0,2026-12-31 00:00:00,0.0,0.0,,BRA1,Sport Club do Recife,1500000.0,2000000.0,Matheusinho,AM,Criciúma,3494.0,9.0,7.0,6.5,5.1,159.0,68.0,147.0,67.0,151.0,15.0,53.0,25.0,8.0,0.0
404321,Renato,Kayzer,Renato Kayzer,2125,Brazil,Jotaesse,Brazil,1996-02-17 00:00:00,Centre-Forward,Attack,right,176.0,2027-03-31 00:00:00,,,,BRA1,Esporte Clube Vitória,1000000.0,4000000.0,,,,,,,,,,,,,,,,,,
405720,,Diego Gonçalves,Diego Gonçalves,3876,Brazil,Guarujá,Brazil,1994-09-22 00:00:00,Left Winger,Attack,right,182.0,2026-12-31 00:00:00,,,,BRA1,Mirasol Futebol Clube,500000.0,500000.0,Diego Gonçalves,LW,Juventude,192.0,1.0,0.0,0.2,0.0,4.0,2.0,4.0,3.0,4.0,0.0,4.0,3.0,0.0,0.0
405768,,Ronaldo,Ronaldo,6600,Brazil,Itu,Brazil,1996-10-23 00:00:00,Defensive Midfield,Midfield,right,179.0,2026-12-31 00:00:00,,,,BRA1,Sport Club Internacional,2000000.0,2000000.0,,,,,,,,,,,,,,,,,,
406675,,Marlon,Marlon,210,Brazil,Cascavel,Brazil,1997-05-20 00:00:00,Left-Back,Defender,left,178.0,2028-12-31 00:00:00,2.0,0.0,,BRA1,Grêmio Foot-Ball Porto Alegrense,4000000.0,5500000.0,,,,,,,,,,,,,,,,,,
406676,Juninho,Capixaba,Juninho Capixaba,8793,Brazil,Cachoeiro de Itapemirim,Brazil,1997-07-06 00:00:00,Left-Back,Defender,left,176.0,2028-12-31 00:00:00,,,,BRA1,Red Bull Bragantino,8000000.0,8000000.0,Juninho Capixaba,LB,Red Bull Bragantino,1872.0,2.0,0.0,1.7000000000000002,0.6,90.0,34.0,32.0,13.0,31.0,1.0,62.0,28.0,4.0,0.0
406766,,Bruno Rodrigues,Bruno Rodrigues,609,Brazil,Ceará-Mirim,Brazil,1997-03-07 00:00:00,Left Winger,Attack,right,177.0,2026-12-31 00:00:00,,,,BRA1,Cruzeiro Esporte Clube,1200000.0,3500000.0,,,,,,,,,,,,,,,,,,
407654,,Matheus Sales,Matheus Sales,3876,Brazil,Guarulhos,Brazil,1995-05-13 00:00:00,Defensive Midfield,Midfield,right,178.0,,2.0,0.0,,BRA1,Mirasol Futebol Clube,,,,,,,,,,,,,,,,,,,,
408850,,Caíque França,Caíque França,8718,Brazil,São Paulo,Brazil,1995-06-03 00:00:00,Goalkeeper,Goalkeeper,left,188.0,2027-12-31 00:00:00,,,,BRA1,Sport Club do Recife,,,,,,,,,,,,,,,,,,,,
410183,João,Basso,João Basso,221,Brazil,Curitiba,Brazil,1997-01-13 00:00:00,Centre-Back,Defender,right,187.0,2026-11-30 00:00:00,,,,BRA1,Santos Futebol Clube,2000000.0,2000000.0,,,,,,,,,,,,,,,,,,
411662,,Lucas Veríssimo,Lucas Veríssimo,221,Brazil,Jundiaí,Brazil,1995-07-02 00:00:00,Centre-Back,Defender,right,188.0,2028-12-31 00:00:00,2.0,0.0,,BRA1,Santos Futebol Clube,4500000.0,10000000.0,,,,,,,,,,,,,,,,,,
412366,,Brenner,Brenner,978,Brazil,Cuiabá,Brazil,2000-01-16 00:00:00,Centre-Forward,Attack,right,175.0,2029-12-31 00:00:00,0.0,0.0,,BRA1,Club de Regatas Vasco da Gama,4000000.0,9000000.0,,,,,,,,,,,,,,,,,,
412594,,Paulo Henrique,Paulo Henrique,978,Brazil,Sete Barras,Brazil,1996-07-25 00:00:00,Right-Back,Defender,right,175.0,2027-12-31 00:00:00,2.0,1.0,,BRA1,Club de Regatas Vasco da Gama,6000000.0,6000000.0,Paulo Henrique,RB,Vasco da Gama,2516.0,1.0,0.0,1.8,1.6,86.0,56.0,95.0,46.0,60.0,2.0,96.0,36.0,6.0,0.0
421935,,Maycon,Maycon,330,Brazil,São Paulo,Brazil,1997-07-15 00:00:00,Central Midfield,Midfield,left,175.0,2028-12-31 00:00:00,5.0,0.0,,BRA1,Clube Atlético Mineiro,2000000.0,8000000.0,Maycon,DM,Corinthians,47.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0
422700,Tomás,Cardona,Tomás Cardona,10870,Argentina,Buenos Aires,Argentina,1995-10-10 00:00:00,Centre-Back,Defender,left,185.0,2026-12-31 00:00:00,,,,BRA1,Fortaleza Esporte Clube,,,Tomás Cardona,CB,Fortaleza,1435.0,1.0,0.0,0.5,0.0,50.0,11.0,0.0,0.0,7.0,0.0,26.0,37.0,4.0,0.0
423604,Francis,Amuzu,Francis Amuzu,210,Ghana,Accra,Ghana,1999-08-23 00:00:00,Left Winger,Attack,right,169.0,2026-12-31 00:00:00,0.0,0.0,,BRA1,Grêmio Foot-Ball Porto Alegrense,9000000.0,9000000.0,,,,,,,,,,,,,,,,,,
428783,,Vitão,Vitão,614,Brazil,Jacarezinho,Brazil,2000-02-02 00:00:00,Centre-Back,Defender,right,185.0,2029-12-31 00:00:00,0.0,0.0,,BRA1,Clube de Regatas do Flamengo,10000000.0,12000000.0,,,,,,,,,,,,,,,,,,
430339,José Luis,Rodríguez,José Luis Rodríguez,978,Uruguay,Canelones,Uruguay,1997-03-14 00:00:00,Right-Back,Defender,right,183.0,2027-12-31 00:00:00,5.0,0.0,,BRA1,Club de Regatas Vasco da Gama,1500000.0,3000000.0,José Luis Rodríguez Bebanz,LW,Vasco da Gama,1123.0,1.0,2.0,0.8,2.2,51.0,38.0,12.0,5.0,27.0,6.0,20.0,15.0,1.0,0.0
430761,Lucas,Fernandes,Lucas Fernandes,10492,Brazil,São Bernardo do Campo,Brazil,1997-09-20 00:00:00,Attacking Midfield,Midfield,right,175.0,2026-11-30 00:00:00,3.0,0.0,,BRA1,Esporte Clube Juventude,1200000.0,2200000.0,Lucas Fernandes,CM,Cuiabá,1039.0,1.0,1.0,0.7000000000000001,0.5,45.0,16.0,19.0,12.0,30.0,1.0,20.0,8.0,3.0,0.0
432157,,Japa,Japa,3876,Brazil,Goianinha,Brazil,2004-01-02 00:00:00,Central Midfield,Midfield,left,177.0,2026-12-31 00:00:00,0.0,0.0,,BRA1,Mirasol Futebol Clube,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,
432166,Luan,Cândido,Luan Cândido,2125,Brazil,Ubá,Brazil,2001-02-02 00:00:00,Left-Back,Defender,left,187.0,2026-12-31 00:00:00,0.0,0.0,,BRA1,Esporte Clube Vitória,3000000.0,7000000.0,Luan Cândido,CB,Red Bull Bragantino,1953.0,1.0,0.0,1.3,0.1,50.0,7.0,9.0,2.0,19.0,1.0,41.0,27.0,5.0,0.0
432773,,Fabrício Bruno,Fabrício Bruno,609,Brazil,Contagem,Brazil,1996-02-12 00:00:00,Centre-Back,Defender,right,190.0,2030-12-31 00:00:00,6.0,0.0,,BRA1,Cruzeiro Esporte Clube,12000000.0,12000000.0,Fabrício Bruno,CB,Flamengo,2310.0,1.0,0.0,0.6000000000000001,0.2,115.0,11.0,4.0,2.0,17.0,1.0,30.0,21.0,6.0,0.0
432895,,Pedro,Pedro,614,Brazil,Rio de Janeiro,Brazil,1997-06-20 00:00:00,Centre-Forward,Attack,right,185.0,2027-12-31 00:00:00,6.0,1.0,,BRA1,Clube de Regatas do Flamengo,20000000.0,23000000.0,Pedro,FW,Flamengo,1653.0,11.0,5.0,10.6,2.2,36.0,16.0,36.0,15.0,48.0,11.0,12.0,15.0,3.0,0.0
435485,,Luiz Araújo,Luiz Araújo,614,Brazil,Taquaritinga,Brazil,1996-06-02 00:00:00,Right Winger,Attack,left,175.0,2027-12-31 00:00:00,,,,BRA1,Clube de Regatas do Flamengo,7000000.0,10000000.0,Luiz Araújo,RW,Flamengo,1566.0,4.0,5.0,3.3000000000000003,4.5,74.0,54.0,63.0,38.0,69.0,10.0,37.0,25.0,3.0,0.0
436385,Mathías,Villasanti,Mathías Villasanti,210,Paraguay,Caacupé,Paraguay,1997-01-24 00:00:00,Defensive Midfield,Midfield,right,178.0,2029-12-31 00:00:00,51.0,0.0,,BRA1,Grêmio Foot-Ball Porto Alegrense,4000000.0,10000000.0,Mathías Villasanti,DM,Grêmio,2249.0,3.0,1.0,2.1,1.5,117.0,17.0,43.0,20.0,47.0,5.0,78.0,41.0,4.0,0.0
438202,Bruno,Tabata,Bruno Tabata,6600,Brazil,Ipatinga,Brazil,1997-03-30 00:00:00,Right Winger,Attack,left,175.0,2027-12-31 00:00:00,7.0,1.0,,BRA1,Sport Club Internacional,1500000.0,4000000.0,Bruno Tabata,RW,Internacional,1071.0,2.0,3.0,2.5,2.5,62.0,38.0,44.0,19.0,47.0,6.0,13.0,16.0,2.0,0.0
438682,,Daniel Fuzato,Daniel Fuzato,978,Brazil,Santa Bárbara d’Oeste,Brazil,1997-07-04 00:00:00,Goalkeeper,Goalkeeper,right,190.0,2026-12-31 00:00:00,0.0,0.0,,BRA1,Club de Regatas Vasco da Gama,900000.0,1000000.0,,,,,,,,,,,,,,,,,,
440377,Gonzalo,Escobar,Gonzalo Escobar,221,Argentina,Alejandro Korn,Argentina,1997-03-16 00:00:00,Left-Back,Defender,left,171.0,2026-12-31 00:00:00,,,,BRA1,Santos Futebol Clube,800000.0,2700000.0,,,,,,,,,,,,,,,,,,
440658,,Artur,Artur,585,Brazil,Fortaleza,Brazil,1998-02-15 00:00:00,Right Winger,Attack,left,168.0,2026-12-31 00:00:00,0.0,0.0,,BRA1,São Paulo Futebol Clube,8000000.0,12000000.0,,,,,,,,,,,,,,,,,,
442258,,Nicolas,Nicolas,2029,Brazil,Arapongas,Brazil,1997-02-24 00:00:00,Left-Back,Defender,left,181.0,2026-11-30 00:00:00,,,,BRA1,Ceará Sporting Club,,,,,,,,,,,,,,,,,,,,
442818,,Fernandinho,Fernandinho,3876,Brazil,São Luís,Brazil,1997-07-19 00:00:00,Left Winger,Attack,right,175.0,,,,,BRA1,Mirasol Futebol Clube,,,Fernandinho,AM,Athletico Paranaense,1465.0,2.0,3.0,1.6,2.5,166.0,39.0,23.0,11.0,77.0,8.0,28.0,11.0,7.0,0.0
445000,Matheus,Rossetto,Matheus Rossetto,10870,Brazil,Santo Amaro da Imperatriz,Brazil,1996-06-03 00:00:00,Central Midfield,Midfield,right,180.0,2027-12-31 00:00:00,,,,BRA1,Fortaleza Esporte Clube,,,Matheus Rossetto,DM,Fortaleza,1548.0,0.0,0.0,0.0,0.2,93.0,26.0,27.0,18.0,22.0,3.0,22.0,11.0,3.0,0.0
445101,,Rodrigues,Rodrigues,3876,Brazil,Carnaúba dos Dantas,Brazil,1997-10-10 00:00:00,Centre-Back,Defender,right,188.0,2026-12-31 00:00:00,,,,BRA1,Mirasol Futebol Clube,700000.0,1800000.0,,,,,,,,,,,,,,,,,,
450241,Angelo,Preciado,Angelo Preciado,330,Ecuador,Shushufindi,Ecuador,1998-02-18 00:00:00,Right-Back,Defender,right,174.0,2029-12-31 00:00:00,60.0,0.0,,BRA1,Clube Atlético Mineiro,3500000.0,5000000.0,,,,,,,,,,,,,,,,,,
456535,Agustín,Rogel,Agustín Rogel,6600,Uruguay,Montevideo,Uruguay,1997-10-17 00:00:00,Centre-Back,Defender,right,191.0,2027-12-31 00:00:00,1.0,0.0,,BRA1,Sport Club Internacional,1500000.0,4500000.0,Agustín Rogel,CB,Internacional,1055.0,0.0,1.0,1.1,0.0,24.0,1.0,1.0,1.0,6.0,0.0,12.0,7.0,2.0,1.0
457533,Agustín,Canobbio,Agustín Canobbio,2462,Uruguay,Montevideo,Uruguay,1998-10-01 00:00:00,Right Winger,Attack,right,176.0,2028-12-31 00:00:00,17.0,2.0,,BRA1,Fluminense Football Club,8000000.0,8000000.0,Agustín Canobbio,"FW,LM",Athletico Paranaense,1125.0,4.0,1.0,3.4000000000000004,2.3,56.0,44.0,42.0,15.0,45.0,2.0,29.0,22.0,5.0,1.0
458251,,Everton Galdino,Everton Galdino,3876,Brazil,Osasco,Brazil,1997-03-17 00:00:00,Right Winger,Attack,left,177.0,2026-12-31 00:00:00,,,,BRA1,Mirasol Futebol Clube,1000000.0,2000000.0,,,,,,,,,,,,,,,,,,
458710,,Murilo,Murilo,1023,Brazil,São Gonçalo dos Campos,Brazil,1997-03-27 00:00:00,Centre-Back,Defender,right,188.0,2027-12-31 00:00:00,0.0,0.0,,BRA1,Sociedade Esportiva Palmeiras,5000000.0,10000000.0,Murilo Cerqueira,CB,Palmeiras,2175.0,1.0,0.0,1.5,0.3,127.0,25.0,13.0,7.0,24.0,2.0,38.0,21.0,7.0,1.0
461937,Nuno,Moreira,Nuno Moreira,978,Portugal,Espinho,Portugal,1999-06-16 00:00:00,Right Winger,Attack,right,175.0,2027-12-31 00:00:00,,,,BRA1,Club de Regatas Vasco da Gama,7000000.0,7000000.0,,,,,,,,,,,,,,,,,,
465817,Alan,Rodríguez,Alan Rodríguez,6600,Uruguay,Canelones,Uruguay,2000-01-25 00:00:00,Central Midfield,Midfield,right,174.0,2029-12-31 00:00:00,1.0,0.0,,BRA1,Sport Club Internacional,2300000.0,2300000.0,,,,,,,,,,,,,,,,,,
465819,Santiago,Rodríguez,Santiago Rodríguez,537,Uruguay,Montevideo,Uruguay,2000-01-08 00:00:00,Attacking Midfield,Midfield,right,172.0,2028-12-31 00:00:00,0.0,0.0,,BRA1,S. A. F. Botafogo,6000000.0,6000000.0,,,,,,,,,,,,,,,,,,
466336,Nahuel,Ferraresi,Nahuel Ferraresi,537,Venezuela,San Cristóbal,Venezuela,1998-11-19 00:00:00,Centre-Back,Defender,right,190.0,2026-12-31 00:00:00,45.0,1.0,,BRA1,S. A. F. Botafogo,4500000.0,5000000.0,Nahuel Ferraresi,CB,São Paulo,902.0,1.0,1.0,0.3,0.8,45.0,9.0,7.0,6.0,14.0,3.0,21.0,23.0,2.0,0.0
468174,Félix,Torres,Félix Torres,6600,Ecuador,San Lorenzo,Ecuador,1997-01-11 00:00:00,Centre-Back,Defender,right,187.0,2026-12-31 00:00:00,50.0,5.0,,BRA1,Sport Club Internacional,1000000.0,6000000.0,Félix Torres Caicedo,CB,Corinthians,1710.0,0.0,0.0,0.8,0.7,60.0,5.0,8.0,3.0,20.0,2.0,23.0,12.0,3.0,0.0
468247,,Cleiton,Cleiton,8793,Brazil,Descanso,Brazil,1997-08-19 00:00:00,Goalkeeper,Goalkeeper,right,190.0,2027-12-31 00:00:00,3.0,0.0,,BRA1,Red Bull Bragantino,5000000.0,5500000.0,Cleiton,LB,Flamengo,98.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
468301,,Marcos Antônio,Marcos Antônio,585,Brazil,Poções,Brazil,2000-06-13 00:00:00,Central Midfield,Midfield,right,166.0,2030-12-31 00:00:00,2.0,0.0,,BRA1,São Paulo Futebol Clube,12000000.0,12000000.0,Marcos Antônio,DM,São Paulo,844.0,0.0,0.0,0.0,0.3,49.0,10.0,5.0,2.0,21.0,1.0,9.0,11.0,1.0,0.0
468304,Rodrigo,Nestor,Rodrigo Nestor,10010,Brazil,São Paulo,Brazil,2000-08-09 00:00:00,Central Midfield,Midfield,left,175.0,2030-12-31 00:00:00,14.0,0.0,,BRA1,Esporte Clube Bahia,7000000.0,9000000.0,Rodrigo Nestor,CM,São Paulo,984.0,0.0,2.0,0.9,1.4,50.0,29.0,24.0,6.0,37.0,3.0,15.0,7.0,3.0,0.0
468332,Rúben,Ismael,Rúben Ismael,2125,Portugal,Estarreja,Portugal,1999-03-25 00:00:00,Defensive Midfield,Midfield,right,184.0,2028-12-31 00:00:00,0.0,0.0,,BRA1,Esporte Clube Vitória,1200000.0,1500000.0,,,,,,,,,,,,,,,,,,
471639,Gabriel,Rojas,Gabriel Rojas,609,Argentina,Rafael Calzada,Argentina,1997-06-22 00:00:00,Left-Back,Defender,left,173.0,2029-12-31 00:00:00,1.0,0.0,,BRA1,Cruzeiro Esporte Clube,4000000.0,4000000.0,,,,,,,,,,,,,,,,,,
474589,Carlos,Cuesta,Carlos Cuesta,978,Colombia,Medellín,Colombia,1999-03-09 00:00:00,Centre-Back,Defender,right,179.0,2026-12-31 00:00:00,24.0,0.0,,BRA1,Club de Regatas Vasco da Gama,8000000.0,8000000.0,,,,,,,,,,,,,,,,,,
476339,,Marcelo Benevenuto,Marcelo Benevenuto,10870,Brazil,Resende,Brazil,1996-01-07 00:00:00,Centre-Back,Defender,right,181.0,2026-11-30 00:00:00,,,,BRA1,Fortaleza Esporte Clube,,,,,,,,,,,,,,,,,,,,
476344,Emerson,Royal,Emerson Royal,614,Brazil,São Paulo,Brazil,1999-01-14 00:00:00,Right-Back,Defender,right,183.0,2028-12-31 00:00:00,10.0,0.0,,BRA1,Clube de Regatas do Flamengo,5000000.0,30000000.0,,,,,,,,,,,,,,,,,,
476352,Renan,Lodi,Renan Lodi,330,Brazil,Serrana,Brazil,1998-04-08 00:00:00,Left-Back,Defender,left,173.0,2030-12-31 00:00:00,19.0,0.0,,BRA1,Clube Atlético Mineiro,11000000.0,50000000.0,,,,,,,,,,,,,,,,,,
480225,,Alesson,Alesson,3876,Brazil,Guarulhos,Brazil,1999-02-16 00:00:00,Left Winger,Attack,right,167.0,2028-12-31 00:00:00,,,,BRA1,Mirasol Futebol Clube,2500000.0,2500000.0,,,,,,,,,,,,,,,,,,
480274,,Shaylon,Shaylon,3876,Brazil,Modelo,Brazil,1997-04-27 00:00:00,Attacking Midfield,Midfield,left,178.0,2026-12-31 00:00:00,0.0,0.0,,BRA1,Mirasol Futebol Clube,1000000.0,2000000.0,Shaylon,RM,Atlético Goianiense,2167.0,2.0,2.0,3.9,5.7,129.0,36.0,24.0,10.0,118.0,5.0,16.0,17.0,3.0,0.0
480686,Gabriel,Fuentes,Gabriel Fuentes,2462,Colombia,Santa Marta,Colombia,1997-02-09 00:00:00,Left-Back,Defender,left,180.0,2026-12-31 00:00:00,0.0,0.0,,BRA1,Fluminense Football Club,,,Gabriel Fuentes,LB,Fluminense,215.0,0.0,0.0,0.0,0.0,15.0,8.0,4.0,3.0,4.0,0.0,4.0,1.0,1.0,0.0
482144,Michel,Araújo,Michel Araújo,10010,Uruguay,Colonia del Sacramento,Uruguay,1996-09-28 00:00:00,Right Winger,Attack,left,178.0,2028-12-31 00:00:00,,,,BRA1,Esporte Clube Bahia,2500000.0,3000000.0,Michel Araujo,WB,São Paulo,858.0,0.0,1.0,1.1,1.5,45.0,22.0,36.0,21.0,26.0,1.0,27.0,10.0,4.0,0.0
484848,,Zé Ivaldo,Zé Ivaldo,221,Brazil,Maceió,Brazil,1997-02-21 00:00:00,Centre-Back,Defender,right,185.0,2028-12-31 00:00:00,,,,BRA1,Santos Futebol Clube,2000000.0,4000000.0,Zé Ivaldo,CB,Cruzeiro,2361.0,1.0,0.0,1.1,0.4,80.0,23.0,17.0,8.0,21.0,0.0,28.0,30.0,9.0,0.0
486078,,Charles,Charles,199,Brazil,Santiago,Brazil,1996-06-19 00:00:00,Defensive Midfield,Midfield,right,187.0,2028-12-31 00:00:00,,,,BRA1,Sport Club Corinthians Paulista,900000.0,1200000.0,Charles Rigon Matos,"WB,CM",Corinthians,554.0,1.0,0.0,0.3,0.2,30.0,6.0,5.0,3.0,10.0,4.0,30.0,12.0,4.0,0.0
489893,,Yuri Alberto,Yuri Alberto,199,Brazil,São José dos Campos,Brazil,2001-03-18 00:00:00,Centre-Forward,Attack,right,183.0,2030-06-30 00:00:00,1.0,0.0,,BRA1,Sport Club Corinthians Paulista,23000000.0,25000000.0,Yuri Alberto,FW,Corinthians,2197.0,15.0,4.0,10.7,1.6,31.0,52.0,52.0,21.0,63.0,10.0,10.0,11.0,6.0,1.0
491587,Alexis,Duarte,Alexis Duarte,221,Paraguay,Itauguá,Paraguay,2000-03-12 00:00:00,Centre-Back,Defender,right,185.0,2026-06-30 00:00:00,1.0,0.0,,BRA1,Santos Futebol Clube,1800000.0,4000000.0,,,,,,,,,,,,,,,,,,
491599,Antonio,Galeano,Antonio Galeano,3876,Paraguay,Asunción,Paraguay,2000-03-22 00:00:00,Right Winger,Attack,right,170.0,2028-12-31 00:00:00,3.0,0.0,,BRA1,Mirasol Futebol Clube,3500000.0,4000000.0,,,,,,,,,,,,,,,,,,
491704,Benjamín,Rollheiser,Benjamín Rollheiser,221,Argentina,Coronel Suárez,Argentina,2000-03-24 00:00:00,Right Winger,Attack,left,172.0,2028-12-31 00:00:00,2.0,0.0,,BRA1,Santos Futebol Clube,9000000.0,10000000.0,,,,,,,,,,,,,,,,,,
495689,Julián,Millán,Julián Millán,2462,Colombia,Bugalagrande,Colombia,1998-03-27 00:00:00,Centre-Back,Defender,left,187.0,2029-12-31 00:00:00,,,,BRA1,Fluminense Football Club,3500000.0,3500000.0,,,,,,,,,,,,,,,,,,
496268,Joaquín,Piquerez,Joaquín Piquerez,1023,Uruguay,Montevideo,Uruguay,1998-08-24 00:00:00,Left-Back,Defender,left,185.0,2030-12-31 00:00:00,19.0,0.0,,BRA1,Sociedade Esportiva Palmeiras,12000000.0,15000000.0,Joaquín Piquerez,CB,Palmeiras,1314.0,2.0,0.0,1.9,1.9,87.0,29.0,19.0,8.0,45.0,0.0,27.0,20.0,2.0,0.0
503052,Tomás,Cuello,Tomás Cuello,330,Argentina,San Miguel de Tucumán,Argentina,2000-03-05 00:00:00,Left Winger,Attack,right,176.0,2028-12-31 00:00:00,0.0,0.0,,BRA1,Clube Atlético Mineiro,6000000.0,7000000.0,Tomás Cuello,LM,Athletico Paranaense,1920.0,3.0,5.0,2.7,4.1,86.0,100.0,118.0,62.0,103.0,8.0,36.0,33.0,3.0,0.0
503343,Alan,Franco,Alan Franco,585,Argentina,Avellaneda,Argentina,1996-10-11 00:00:00,Centre-Back,Defender,right,183.0,2028-12-31 00:00:00,1.0,0.0,,BRA1,São Paulo Futebol Clube,4000000.0,7500000.0,,,,,,,,,,,,,,,,,,
504882,Claudio,Spinelli,Claudio Spinelli,978,Argentina,El Talar,Argentina,1997-01-21 00:00:00,Centre-Forward,Attack,right,180.0,2028-12-31 00:00:00,,,,BRA1,Club de Regatas Vasco da Gama,3000000.0,4000000.0,,,,,,,,,,,,,,,,,,
512344,,Jandrei,Jandrei,585,Brazil,Itaqui,Brazil,1993-03-01 00:00:00,Goalkeeper,Goalkeeper,right,186.0,2026-12-31 00:00:00,,,,BRA1,São Paulo Futebol Clube,700000.0,2000000.0,Jandrei,GK,São Paulo,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
512385,Luis,Sinisterra,Luis Sinisterra,609,Colombia,Santander de Quilichao,Colombia,1999-06-17 00:00:00,Left Winger,Attack,right,172.0,2028-12-31 00:00:00,18.0,5.0,,BRA1,Cruzeiro Esporte Clube,11000000.0,25000000.0,,,,,,,,,,,,,,,,,,
515068,,Lourenço,Lourenço,2029,Brazil,Belo Horizonte,Brazil,1997-09-07 00:00:00,Central Midfield,Midfield,right,169.0,2026-11-30 00:00:00,,,,BRA1,Ceará Sporting Club,,,,,,,,,,,,,,,,,,,,
515638,,Erick,Erick,2125,Brazil,Recife,Brazil,1997-12-10 00:00:00,Right Winger,Attack,left,173.0,2028-12-31 00:00:00,,,,BRA1,Esporte Clube Vitória,2500000.0,2500000.0,,,,,,,,,,,,,,,,,,
519877,,Dudu Vieira,Dudu Vieira,10492,Brazil,Campo Grande,Brazil,1994-02-20 00:00:00,Central Midfield,Midfield,right,176.0,2027-05-30 00:00:00,,,,BRA1,Esporte Clube Juventude,,,Dudu Vieira,DM,Juventude,268.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,2.0,2.0,0.0,4.0,6.0,1.0,0.0
520093,,Raul,Raul,537,Brazil,Tapera,Brazil,1997-07-28 00:00:00,Goalkeeper,Goalkeeper,right,190.0,2027-12-31 00:00:00,,,,BRA1,S. A. F. Botafogo,400000.0,400000.0,Raul,CM,Red Bull Bragantino,1305.0,1.0,1.0,0.2,0.9,69.0,9.0,11.0,7.0,30.0,2.0,25.0,14.0,2.0,0.0
520468,,Iago,Iago,10010,Brazil,Monte Azul Paulista,Brazil,1997-03-23 00:00:00,Left-Back,Defender,left,181.0,2028-12-31 00:00:00,7.0,0.0,,BRA1,Esporte Clube Bahia,3500000.0,6500000.0,Iago,LB,Bahia,408.0,0.0,0.0,0.7999999999999999,1.1,22.0,15.0,6.0,0.0,8.0,0.0,11.0,7.0,0.0,0.0
520480,,Igor Cariús,Igor Cariús,3876,Brazil,Cariús,Brazil,1993-05-01 00:00:00,Left-Back,Defender,left,182.0,2026-12-31 00:00:00,,,,BRA1,Mirasol Futebol Clube,200000.0,500000.0,,,,,,,,,,,,,,,,,,
520665,,Val Soares,Val Soares,2125,Brazil,Tailândia,Brazil,1997-03-12 00:00:00,Defensive Midfield,Midfield,right,178.0,2026-11-30 00:00:00,,,,BRA1,Esporte Clube Vitória,400000.0,450000.0,,,,,,,,,,,,,,,,,,
523363,,Kaio,Kaio,537,Brazil,Araraquara,Brazil,1995-09-18 00:00:00,Centre-Back,Defender,right,186.0,2028-06-30 00:00:00,,,,BRA1,S. A. F. Botafogo,1800000.0,3000000.0,,,,,,,,,,,,,,,,,,
524446,,Kanu,Kanu,10010,Brazil,Duque de Caxias,Brazil,1997-03-07 00:00:00,Centre-Back,Defender,right,186.0,2027-12-31 00:00:00,,,,BRA1,Esporte Clube Bahia,3000000.0,3500000.0,Kanu,CB,Bahia,2700.0,0.0,0.0,0.3,0.0,78.0,18.0,10.0,4.0,9.0,2.0,32.0,36.0,11.0,0.0
525257,,Gabriel Justino,Gabriel Justino,537,Brazil,São Paulo,Brazil,1998-09-17 00:00:00,Left Winger,Attack,right,178.0,,,,,BRA1,S. A. F. Botafogo,,,,,,,,,,,,,,,,,,,,
525287,,Carlos Vinícius,Carlos Vinícius,210,Brazil,Bom Jesus das Selvas,Brazil,1995-03-25 00:00:00,Centre-Forward,Attack,left,190.0,2026-12-31 00:00:00,,,,BRA1,Grêmio Foot-Ball Porto Alegrense,7000000.0,20000000.0,,,,,,,,,,,,,,,,,,
525510,,Elias,Elias,3876,Brazil,Recife,Brazil,1999-07-16 00:00:00,Right-Back,Defender,right,181.0,2026-12-31 00:00:00,,,,BRA1,Mirasol Futebol Clube,,,,,,,,,,,,,,,,,,,,
