player_id,first_name,last_name,name_x,last_season_x,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,agent_name,image_url,international_caps,international_goals,current_national_team_id,url_x,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur,club_id,club_code,name_y,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,last_season_y,filename,url_y
373433,,Adryelson,Adryelson,2024,537,adryelson,Brazil,Barão de Grajaú,Brazil,1998-03-23 00:00:00,Centre-Back,Defender,right,182.0,,LEFT Sports,https://img.a.transfermarkt.technology/portrait/header/373433-1733188388.jpg?lm=1,0.0,0.0,,https://www.transfermarkt.co.uk/adryelson/profil/spieler/373433,BRA1,S. A. F. Botafogo,3000000.0,8000000.0,537,botafogo-rio-de-janeiro,S. A. F. Botafogo,BRA1,,34,26.2,13,38.2,5,Estádio Olímpico Nilton Santos,46931,+€40.04m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/botafogo-rio-de-janeiro/startseite/verein/537
373446,,David Duarte,David Duarte,2025,10010,david-duarte,Brazil,Rio Grande,Brazil,1995-01-24 00:00:00,Centre-Back,Defender,right,193.0,2027-12-31 00:00:00,Brazil Soccer,https://img.a.transfermarkt.technology/portrait/header/373446-1599723818.jpg?lm=1,,,,https://www.transfermarkt.co.uk/david-duarte/profil/spieler/373446,BRA1,Esporte Clube Bahia,1500000.0,1500000.0,10010,esporte-clube-bahia,Esporte Clube Bahia,BRA1,,32,26.6,9,28.1,3,Arena Fonte Nova,47364,+€8.14m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/esporte-clube-bahia/startseite/verein/10010
374136,,Léo Ortiz,Léo Ortiz,2025,614,leo-ortiz,Brazil,Porto Alegre,Brazil,1996-01-03 00:00:00,Centre-Back,Defender,right,185.0,2028-12-31 00:00:00,Talents Sports,https://img.a.transfermarkt.technology/portrait/header/374136-1751370337.jpg?lm=1,2.0,0.0,,https://www.transfermarkt.co.uk/leo-ortiz/profil/spieler/374136,BRA1,Clube de Regatas do Flamengo,12000000.0,15000000.0,614,flamengo-rio-de-janeiro,Clube de Regatas do Flamengo,BRA1,,28,28.8,9,32.1,10,Estádio Jornalista Mário Filho,82238,€-13.92m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/flamengo-rio-de-janeiro/startseite/verein/614
375690,,Éder,Éder,2024,2029,eder,Brazil,Gurupi,Brazil,1995-04-05 00:00:00,Centre-Back,Defender,right,184.0,2026-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/375690-1682803573.jpg?lm=1,,,,https://www.transfermarkt.co.uk/eder/profil/spieler/375690,BRA1,Ceará Sporting Club,,,2029,ceara-sporting-club,Ceará Sporting Club,BRA1,,29,28.0,2,6.9,0,Estádio Governador Plácido Castelo,63904,+€2.30m,Anderson Batatais,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/ceara-sporting-club/startseite/verein/2029
378189,,Lucas Ramon,Lucas Ramon,2025,585,lucas-ramon,Brazil,Montes Claros,Brazil,1994-03-07 00:00:00,Right-Back,Defender,right,180.0,2027-12-31 00:00:00,L16 AGENCIAMENTO,https://img.a.transfermarkt.technology/portrait/header/378189-1770141361.jpg?lm=1,,,,https://www.transfermarkt.co.uk/lucas-ramon/profil/spieler/378189,BRA1,São Paulo Futebol Clube,700000.0,750000.0,585,fc-sao-paulo,São Paulo Futebol Clube,BRA1,,42,26.4,9,21.4,3,MorumBIS,72039,+€24.69m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-sao-paulo/startseite/verein/585
378871,Carlos,Coronel,Carlos Coronel,2025,585,carlos-coronel,Brazil,Corumbá,Paraguay,1996-12-29 00:00:00,Goalkeeper,Goalkeeper,right,192.0,2028-12-31 00:00:00,VERO Sports,https://img.a.transfermarkt.technology/portrait/header/378871-1740943495.jpg?lm=1,9.0,0.0,,https://www.transfermarkt.co.uk/carlos-coronel/profil/spieler/378871,BRA1,São Paulo Futebol Clube,1500000.0,1500000.0,585,fc-sao-paulo,São Paulo Futebol Clube,BRA1,,42,26.4,9,21.4,3,MorumBIS,72039,+€24.69m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-sao-paulo/startseite/verein/585
379369,,Giovanny,Giovanny,2024,10492,giovanny,Brazil,São Paulo,Brazil,1997-09-19 00:00:00,Left Winger,Attack,right,175.0,,,https://img.a.transfermarkt.technology/portrait/header/379369-1690574756.png?lm=1,9.0,1.0,,https://www.transfermarkt.co.uk/giovanny/profil/spieler/379369,BRA1,Esporte Clube Juventude,,,10492,esporte-clube-juventude,Esporte Clube Juventude,BRA1,,29,28.3,3,10.3,0,Estádio Alfredo Jaconi,23726,+€1.13m,Roger Machado,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/esporte-clube-juventude/startseite/verein/10492
379752,Alexander,Barboza,Alexander Barboza,2025,1023,alexander-barboza,Argentina,Villa Celina,Argentina,1995-03-16 00:00:00,Centre-Back,Defender,left,193.0,2028-12-31 00:00:00,OLLER GROUP,https://img.a.transfermarkt.technology/portrait/header/379752-1680009523.jpg?lm=1,,,,https://www.transfermarkt.co.uk/alexander-barboza/profil/spieler/379752,BRA1,Sociedade Esportiva Palmeiras,5000000.0,6000000.0,1023,se-palmeiras-sao-paulo,Sociedade Esportiva Palmeiras,BRA1,,31,25.9,9,29.0,10,Nubank Parque,43713,+€31.54m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/se-palmeiras-sao-paulo/startseite/verein/1023
379807,,Lyanco,Lyanco,2025,330,lyanco,Brazil,Vitória,Brazil,1997-02-01 00:00:00,Centre-Back,Defender,right,187.0,2029-12-31 00:00:00,MV SPORTS & MKT,https://img.a.transfermarkt.technology/portrait/header/379807-1756393635.jpg?lm=1,10.0,0.0,,https://www.transfermarkt.co.uk/lyanco/profil/spieler/379807,BRA1,Clube Atlético Mineiro,4500000.0,8000000.0,330,clube-atletico-mineiro,Clube Atlético Mineiro,BRA1,,33,25.7,9,27.3,6,Arena MRV,44892,€-1.24m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/clube-atletico-mineiro/startseite/verein/330
381032,,Luizão,Luizão,2024,3876,luizao,Brazil,Rio de Janeiro,Brazil,1992-10-09 00:00:00,Centre-Back,Defender,right,194.0,2026-12-31 00:00:00,BLB SPORTS,https://img.a.transfermarkt.technology/portrait/header/381032-1661955957.jpg?lm=1,,,,https://www.transfermarkt.co.uk/luizao/profil/spieler/381032,BRA1,Mirasol Futebol Clube,,,3876,mirassol-futebol-clube-sp-,Mirasol Futebol Clube,BRA1,,32,30.1,1,3.1,0,Estádio Municipal José María de Campos Maia,14534,+€1.67m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/mirassol-futebol-clube-sp-/startseite/verein/3876
381724,,Victor Sá,Victor Sá,2025,585,victor-sa,Brazil,São José dos Campos,Brazil,1994-03-27 00:00:00,Left Winger,Attack,both,178.0,2029-12-31 00:00:00,VERO Sports,https://img.a.transfermarkt.technology/portrait/header/381724-1753531281.png?lm=1,,,,https://www.transfermarkt.co.uk/victor-sa/profil/spieler/381724,BRA1,São Paulo Futebol Clube,2500000.0,4500000.0,585,fc-sao-paulo,São Paulo Futebol Clube,BRA1,,42,26.4,9,21.4,3,MorumBIS,72039,+€24.69m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-sao-paulo/startseite/verein/585
383638,,Juninho,Juninho,2025,6600,juninho,Brazil,Londrina,Brazil,1995-02-01 00:00:00,Centre-Back,Defender,left,185.0,2027-12-31 00:00:00,COMUNIGOAL,https://img.a.transfermarkt.technology/portrait/header/383638-1525791516.jpg?lm=1,,,,https://www.transfermarkt.co.uk/juninho/profil/spieler/383638,BRA1,Sport Club Internacional,700000.0,2250000.0,6600,sc-internacional-porto-alegre,Sport Club Internacional,BRA1,,32,26.7,9,28.1,3,Estádio Beira-Rio,50848,+€41.39m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/sc-internacional-porto-alegre/startseite/verein/6600
385271,,Allan,Allan,2025,199,allan,Brazil,Araçatuba,Brazil,1997-03-03 00:00:00,Defensive Midfield,Midfield,left,172.0,2026-12-31 00:00:00,Bertolucci Sports,https://img.a.transfermarkt.technology/portrait/header/385271-1751370616.jpg?lm=1,1.0,0.0,,https://www.transfermarkt.co.uk/allan/profil/spieler/385271,BRA1,Sport Club Corinthians Paulista,2500000.0,7000000.0,199,corinthians-sao-paulo,Sport Club Corinthians Paulista,BRA1,,34,27.2,7,20.6,3,Neo Química Arena,49205,+€2.19m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/corinthians-sao-paulo/startseite/verein/199
387925,,Ronaldo,Ronaldo,2025,10010,ronaldo,Brazil,Salvador,Brazil,1996-08-22 00:00:00,Goalkeeper,Goalkeeper,right,194.0,2029-12-31 00:00:00,LINK SPORTS,https://img.a.transfermarkt.technology/portrait/header/387925-1543832595.jpg?lm=1,,,,https://www.transfermarkt.co.uk/ronaldo/profil/spieler/387925,BRA1,Esporte Clube Bahia,2000000.0,2000000.0,10010,esporte-clube-bahia,Esporte Clube Bahia,BRA1,,32,26.6,9,28.1,3,Arena Fonte Nova,47364,+€8.14m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/esporte-clube-bahia/startseite/verein/10010
388519,Kike,Saverio,Kike Saverio,2025,2125,kike-saverio,Italy,Genova,Ecuador,1999-06-19 00:00:00,Left Winger,Attack,both,178.0,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/388519-1590570239.jpg?lm=1,0.0,0.0,,https://www.transfermarkt.co.uk/kike-saverio/profil/spieler/388519,BRA1,Esporte Clube Vitória,450000.0,500000.0,2125,esporte-clube-vitoria,Esporte Clube Vitória,BRA1,,39,28.3,7,17.9,0,Estádio Manoel Barradas,30793,+€1.36m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/esporte-clube-vitoria/startseite/verein/2125
389942,,Hayner,Hayner,2024,221,hayner,Brazil,Serra,Brazil,1995-10-02 00:00:00,Right-Back,Defender,right,178.0,2026-12-31 00:00:00,LINK SPORTS,https://img.a.transfermarkt.technology/portrait/header/389942-1673962674.png?lm=1,,,,https://www.transfermarkt.co.uk/hayner/profil/spieler/389942,BRA1,Santos Futebol Clube,600000.0,600000.0,221,fc-santos,Santos Futebol Clube,BRA1,,37,26.7,9,24.3,4,Estádio Urbano Caldeira,16068,+€7.21m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-santos/startseite/verein/221
390638,Arthur,Cabral,Arthur Cabral,2025,537,arthur-cabral,Brazil,Campina Grande,Brazil,1998-04-25 00:00:00,Centre-Forward,Attack,right,186.0,2028-12-31 00:00:00,Talents Sports,https://img.a.transfermarkt.technology/portrait/header/390638-1701333640.jpg?lm=1,0.0,0.0,,https://www.transfermarkt.co.uk/arthur-cabral/profil/spieler/390638,BRA1,S. A. F. Botafogo,9000000.0,20000000.0,537,botafogo-rio-de-janeiro,S. A. F. Botafogo,BRA1,,34,26.2,13,38.2,5,Estádio Olímpico Nilton Santos,46931,+€40.04m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/botafogo-rio-de-janeiro/startseite/verein/537
392487,,Thaciano,Thaciano,2025,221,thaciano,Brazil,Campina Grande,Brazil,1995-05-12 00:00:00,Attacking Midfield,Midfield,right,182.0,2028-12-31 00:00:00,MPX SPORTS,https://img.a.transfermarkt.technology/portrait/header/392487-1725393041.jpg?lm=1,,,,https://www.transfermarkt.co.uk/thaciano/profil/spieler/392487,BRA1,Santos Futebol Clube,1000000.0,2000000.0,221,fc-santos,Santos Futebol Clube,BRA1,,37,26.7,9,24.3,4,Estádio Urbano Caldeira,16068,+€7.21m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-santos/startseite/verein/221
392809,,Clayson,Clayson,2024,3876,clayson,Brazil,Botucatu,Brazil,1995-03-19 00:00:00,Left Winger,Attack,right,166.0,2026-11-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/392809-1766069994.JPG?lm=1,,,,https://www.transfermarkt.co.uk/clayson/profil/spieler/392809,BRA1,Mirasol Futebol Clube,,,3876,mirassol-futebol-clube-sp-,Mirasol Futebol Clube,BRA1,,32,30.1,1,3.1,0,Estádio Municipal José María de Campos Maia,14534,+€1.67m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/mirassol-futebol-clube-sp-/startseite/verein/3876
397458,Nicolás,de la Cruz,Nicolás de la Cruz,2025,614,nicolas-de-la-cruz,Uruguay,Montevideo,Uruguay,1997-06-01 00:00:00,Central Midfield,Midfield,right,167.0,2028-06-30 00:00:00,Paco Casal,https://img.a.transfermarkt.technology/portrait/header/397458-1719565799.jpg?lm=1,37.0,5.0,,https://www.transfermarkt.co.uk/nicolas-de-la-cruz/profil/spieler/397458,BRA1,Clube de Regatas do Flamengo,8000000.0,18000000.0,614,flamengo-rio-de-janeiro,Clube de Regatas do Flamengo,BRA1,,28,28.8,9,32.1,10,Estádio Jornalista Mário Filho,82238,€-13.92m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/flamengo-rio-de-janeiro/startseite/verein/614
400661,Agustín,Sant'Anna,Agustín Sant'Anna,2025,8793,agustin-santanna,Uruguay,Montevideo,Uruguay,1997-09-27 00:00:00,Right-Back,Defender,right,173.0,2027-12-31 00:00:00,Ninety Co ,https://img.a.transfermarkt.technology/portrait/header/400661-1721919847.png?lm=1,0.0,0.0,,https://www.transfermarkt.co.uk/agustin-santanna/profil/spieler/400661,BRA1,Red Bull Bragantino,3500000.0,3500000.0,8793,red-bull-bragantino,Red Bull Bragantino,BRA1,,39,25.6,9,23.1,3,Estádio Municipal Cicero De Souza Marques,12000,+€10.50m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/red-bull-bragantino/startseite/verein/8793
400960,Alan,Franco,Alan Franco,2025,330,alan-franco,Ecuador,Alfredo Baquerizo Moreno,Ecuador,1998-08-21 00:00:00,Central Midfield,Midfield,right,175.0,2027-12-31 00:00:00,Kancha Agency,https://img.a.transfermarkt.technology/portrait/header/400960-1719230549.jpg?lm=1,62.0,1.0,,https://www.transfermarkt.co.uk/alan-franco/profil/spieler/400960,BRA1,Clube Atlético Mineiro,4500000.0,4500000.0,330,clube-atletico-mineiro,Clube Atlético Mineiro,BRA1,,33,25.7,9,27.3,6,Arena MRV,44892,€-1.24m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/clube-atletico-mineiro/startseite/verein/330
401533,,Matheusinho,Matheusinho,2024,8718,matheusinho,Brazil,Belo Horizonte,Brazil,1998-02-11 00:00:00,Attacking Midfield,Midfield,right,164.0,2026-12-31 00:00:00,DK,https://img.a.transfermarkt.technology/portrait/header/401533-1544694505.jpg?lm=1,0.0,0.0,,https://www.transfermarkt.co.uk/matheusinho/profil/spieler/401533,BRA1,Sport Club do Recife,1500000.0,2000000.0,8718,sport-club-do-recife,Sport Club do Recife,BRA1,,29,27.1,1,3.4,0,Estádio Adelmar da Costa Carvalho,35000,+€2.95m,Mariano Soso,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/sport-club-do-recife/startseite/verein/8718
404321,Renato,Kayzer,Renato Kayzer,2025,2125,renato-kayzer,Brazil,Jotaesse,Brazil,1996-02-17 00:00:00,Centre-Forward,Attack,right,176.0,2027-03-31 00:00:00,LINK SPORTS,https://img.a.transfermarkt.technology/portrait/header/404321-1600328011.jpg?lm=1,,,,https://www.transfermarkt.co.uk/renato-kayzer/profil/spieler/404321,BRA1,Esporte Clube Vitória,1000000.0,4000000.0,2125,esporte-clube-vitoria,Esporte Clube Vitória,BRA1,,39,28.3,7,17.9,0,Estádio Manoel Barradas,30793,+€1.36m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/esporte-clube-vitoria/startseite/verein/2125
405720,,Diego Gonçalves,Diego Gonçalves,2024,3876,diego-goncalves,Brazil,Guarujá,Brazil,1994-09-22 00:00:00,Left Winger,Attack,right,182.0,2026-12-31 00:00:00,ADM Esporte,https://img.a.transfermarkt.technology/portrait/header/405720-1674432620.jpg?lm=1,,,,https://www.transfermarkt.co.uk/diego-goncalves/profil/spieler/405720,BRA1,Mirasol Futebol Clube,500000.0,500000.0,3876,mirassol-futebol-clube-sp-,Mirasol Futebol Clube,BRA1,,32,30.1,1,3.1,0,Estádio Municipal José María de Campos Maia,14534,+€1.67m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/mirassol-futebol-clube-sp-/startseite/verein/3876
405768,,Ronaldo,Ronaldo,2025,6600,ronaldo,Brazil,Itu,Brazil,1996-10-23 00:00:00,Defensive Midfield,Midfield,right,179.0,2026-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/405768-1597922261.jpg?lm=1,,,,https://www.transfermarkt.co.uk/ronaldo/profil/spieler/405768,BRA1,Sport Club Internacional,2000000.0,2000000.0,6600,sc-internacional-porto-alegre,Sport Club Internacional,BRA1,,32,26.7,9,28.1,3,Estádio Beira-Rio,50848,+€41.39m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/sc-internacional-porto-alegre/startseite/verein/6600
406675,,Marlon,Marlon,2025,210,marlon,Brazil,Cascavel,Brazil,1997-05-20 00:00:00,Left-Back,Defender,left,178.0,2028-12-31 00:00:00,Karan Sports,https://img.a.transfermarkt.technology/portrait/header/406675-1669119169.png?lm=1,2.0,0.0,,https://www.transfermarkt.co.uk/marlon/profil/spieler/406675,BRA1,Grêmio Foot-Ball Porto Alegrense,4000000.0,5500000.0,210,gremio-porto-alegre,Grêmio Foot-Ball Porto Alegrense,BRA1,,34,26.5,11,32.4,3,Arena do Grêmio,60540,€-6.38m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/gremio-porto-alegre/startseite/verein/210
406676,Juninho,Capixaba,Juninho Capixaba,2025,8793,juninho-capixaba,Brazil,Cachoeiro de Itapemirim,Brazil,1997-07-06 00:00:00,Left-Back,Defender,left,176.0,2028-12-31 00:00:00,AS Football,https://img.a.transfermarkt.technology/portrait/header/406676-1717523708.jpg?lm=1,,,,https://www.transfermarkt.co.uk/juninho-capixaba/profil/spieler/406676,BRA1,Red Bull Bragantino,8000000.0,8000000.0,8793,red-bull-bragantino,Red Bull Bragantino,BRA1,,39,25.6,9,23.1,3,Estádio Municipal Cicero De Souza Marques,12000,+€10.50m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/red-bull-bragantino/startseite/verein/8793
406766,,Bruno Rodrigues,Bruno Rodrigues,2025,609,bruno-rodrigues,Brazil,Ceará-Mirim,Brazil,1997-03-07 00:00:00,Left Winger,Attack,right,177.0,2026-12-31 00:00:00,Brazil Soccer,https://img.a.transfermarkt.technology/portrait/header/406766-1661905719.jpg?lm=1,,,,https://www.transfermarkt.co.uk/bruno-rodrigues/profil/spieler/406766,BRA1,Cruzeiro Esporte Clube,1200000.0,3500000.0,609,ec-cruzeiro-belo-horizonte,Cruzeiro Esporte Clube,BRA1,,30,26.8,7,23.3,3,Estádio Governador Magalhães Pinto,61927,€-36.26m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/ec-cruzeiro-belo-horizonte/startseite/verein/609
407654,,Matheus Sales,Matheus Sales,2024,3876,matheus-sales,Brazil,Guarulhos,Brazil,1995-05-13 00:00:00,Defensive Midfield,Midfield,right,178.0,,TS SPORTS,https://img.a.transfermarkt.technology/portrait/header/407654-1544694806.jpg?lm=1,2.0,0.0,,https://www.transfermarkt.co.uk/matheus-sales/profil/spieler/407654,BRA1,Mirasol Futebol Clube,,,3876,mirassol-futebol-clube-sp-,Mirasol Futebol Clube,BRA1,,32,30.1,1,3.1,0,Estádio Municipal José María de Campos Maia,14534,+€1.67m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/mirassol-futebol-clube-sp-/startseite/verein/3876
408850,,Caíque França,Caíque França,2024,8718,caique-franca,Brazil,São Paulo,Brazil,1995-06-03 00:00:00,Goalkeeper,Goalkeeper,left,188.0,2027-12-31 00:00:00,Proplay Partners,https://img.a.transfermarkt.technology/portrait/header/408850-1580199430.jpg?lm=1,,,,https://www.transfermarkt.co.uk/caique-franca/profil/spieler/408850,BRA1,Sport Club do Recife,,,8718,sport-club-do-recife,Sport Club do Recife,BRA1,,29,27.1,1,3.4,0,Estádio Adelmar da Costa Carvalho,35000,+€2.95m,Mariano Soso,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/sport-club-do-recife/startseite/verein/8718
410183,João,Basso,João Basso,2024,221,joao-basso,Brazil,Curitiba,Brazil,1997-01-13 00:00:00,Centre-Back,Defender,right,187.0,2026-11-30 00:00:00,LINK SPORTS,https://img.a.transfermarkt.technology/portrait/header/410183-1706144424.jpg?lm=1,,,,https://www.transfermarkt.co.uk/joao-basso/profil/spieler/410183,BRA1,Santos Futebol Clube,2000000.0,2000000.0,221,fc-santos,Santos Futebol Clube,BRA1,,37,26.7,9,24.3,4,Estádio Urbano Caldeira,16068,+€7.21m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-santos/startseite/verein/221
411662,,Lucas Veríssimo,Lucas Veríssimo,2025,221,lucas-verissimo,Brazil,Jundiaí,Brazil,1995-07-02 00:00:00,Centre-Back,Defender,right,188.0,2028-12-31 00:00:00,Energy Sports,https://img.a.transfermarkt.technology/portrait/header/411662-1762278206.jpg?lm=1,2.0,0.0,,https://www.transfermarkt.co.uk/lucas-verissimo/profil/spieler/411662,BRA1,Santos Futebol Clube,4500000.0,10000000.0,221,fc-santos,Santos Futebol Clube,BRA1,,37,26.7,9,24.3,4,Estádio Urbano Caldeira,16068,+€7.21m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-santos/startseite/verein/221
412366,,Brenner,Brenner,2025,978,brenner,Brazil,Cuiabá,Brazil,2000-01-16 00:00:00,Centre-Forward,Attack,right,175.0,2029-12-31 00:00:00,Bertolucci Sports,https://img.a.transfermarkt.technology/portrait/header/412366-1757575183.jpg?lm=1,0.0,0.0,,https://www.transfermarkt.co.uk/brenner/profil/spieler/412366,BRA1,Club de Regatas Vasco da Gama,4000000.0,9000000.0,978,vasco-da-gama-rio-de-janeiro,Club de Regatas Vasco da Gama,BRA1,,32,26.1,10,31.3,5,Estádio São Januário,24584,+€23.85m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/vasco-da-gama-rio-de-janeiro/startseite/verein/978
412594,,Paulo Henrique,Paulo Henrique,2025,978,paulo-henrique,Brazil,Sete Barras,Brazil,1996-07-25 00:00:00,Right-Back,Defender,right,175.0,2027-12-31 00:00:00,FTM Sports,https://img.a.transfermarkt.technology/portrait/header/412594-1759761629.jpg?lm=1,2.0,1.0,,https://www.transfermarkt.co.uk/paulo-henrique/profil/spieler/412594,BRA1,Club de Regatas Vasco da Gama,6000000.0,6000000.0,978,vasco-da-gama-rio-de-janeiro,Club de Regatas Vasco da Gama,BRA1,,32,26.1,10,31.3,5,Estádio São Januário,24584,+€23.85m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/vasco-da-gama-rio-de-janeiro/startseite/verein/978
421935,,Maycon,Maycon,2025,330,maycon,Brazil,São Paulo,Brazil,1997-07-15 00:00:00,Central Midfield,Midfield,left,175.0,2028-12-31 00:00:00,MV SPORTS & MKT,https://img.a.transfermarkt.technology/portrait/header/421935-1641992736.png?lm=1,5.0,0.0,,https://www.transfermarkt.co.uk/maycon/profil/spieler/421935,BRA1,Clube Atlético Mineiro,2000000.0,8000000.0,330,clube-atletico-mineiro,Clube Atlético Mineiro,BRA1,,33,25.7,9,27.3,6,Arena MRV,44892,€-1.24m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/clube-atletico-mineiro/startseite/verein/330
422700,Tomás,Cardona,Tomás Cardona,2024,10870,tomas-cardona,Argentina,Buenos Aires,Argentina,1995-10-10 00:00:00,Centre-Back,Defender,left,185.0,2026-12-31 00:00:00,SP,https://img.a.transfermarkt.technology/portrait/header/422700-1657631721.JPG?lm=1,,,,https://www.transfermarkt.co.uk/tomas-cardona/profil/spieler/422700,BRA1,Fortaleza Esporte Clube,,,10870,fortaleza-esporte-clube,Fortaleza Esporte Clube,BRA1,,29,27.1,5,17.2,0,Estádio Governador Plácido Castelo,63904,+€6.25m,Juan Pablo Vojvoda,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/fortaleza-esporte-clube/startseite/verein/10870
423604,Francis,Amuzu,Francis Amuzu,2025,210,francis-amuzu,Ghana,Accra,Ghana,1999-08-23 00:00:00,Left Winger,Attack,right,169.0,2026-12-31 00:00:00,RGM,https://img.a.transfermarkt.technology/portrait/header/423604-1704981793.jpg?lm=1,0.0,0.0,,https://www.transfermarkt.co.uk/francis-amuzu/profil/spieler/423604,BRA1,Grêmio Foot-Ball Porto Alegrense,9000000.0,9000000.0,210,gremio-porto-alegre,Grêmio Foot-Ball Porto Alegrense,BRA1,,34,26.5,11,32.4,3,Arena do Grêmio,60540,€-6.38m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/gremio-porto-alegre/startseite/verein/210
428783,,Vitão,Vitão,2025,614,vitao,Brazil,Jacarezinho,Brazil,2000-02-02 00:00:00,Centre-Back,Defender,right,185.0,2029-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/428783-1641992592.png?lm=1,0.0,0.0,,https://www.transfermarkt.co.uk/vitao/profil/spieler/428783,BRA1,Clube de Regatas do Flamengo,10000000.0,12000000.0,614,flamengo-rio-de-janeiro,Clube de Regatas do Flamengo,BRA1,,28,28.8,9,32.1,10,Estádio Jornalista Mário Filho,82238,€-13.92m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/flamengo-rio-de-janeiro/startseite/verein/614
