player_id,first_name,last_name,player_name,current_club_id,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,international_caps,international_goals,current_national_team_id,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur,stats_player_name,stats_position,stats_club,minutes_played,goals,assists,xG,xAG,progressive_passes,progressive_carries,dribbles_attempted,dribbles_successful,shot_creating_actions,goal_creating_actions,tackles,blocks,yellow_cards_stats,red_cards_stats,position_group,goals_per90,assists_per90,xG_per90,xAG_per90,progressive_passes_per90,progressive_carries_per90,dribbles_successful_per90,shot_creating_actions_per90,goal_creating_actions_per90,tackles_per90,blocks_per90,goals_percentile,assists_percentile,xG_percentile,xAG_percentile,progressive_passes_percentile,progressive_carries_percentile,dribbles_successful_percentile,shot_creating_actions_percentile,goal_creating_actions_percentile,tackles_percentile,blocks_percentile,goals_per90_percentile,assists_per90_percentile,xG_per90_percentile,xAG_per90_percentile,progressive_passes_per90_percentile,progressive_carries_per90_percentile,dribbles_successful_per90_percentile,shot_creating_actions_per90_percentile,goal_creating_actions_per90_percentile,tackles_per90_percentile,blocks_per90_percentile,performance_score,age,market_value_in_eur_percentile,age_percentile,moneyball_score,cluster
563692,Bruno,Fuchs,Bruno Fuchs,1023,Brazil,Ponta Grossa,Brazil,1999-04-01,Centre-Back,Defender,right,190.0,2029-12-31 00:00:00,8.0,0.0,,BRA1,Sociedade Esportiva Palmeiras,4000000.0,5000000.0,Bruno Fuchs,CB,Atlético Mineiro,2031.0,0.0,1.0,0.7,1.8,136.0,22.0,11.0,8.0,36.0,3.0,42.0,34.0,9.0,1.0,Centre-Back,0.0,0.0443131462333825,0.0310192023633677,0.0797636632200886,6.026587887740029,0.9748892171344166,0.3545051698670606,1.5952732644017726,0.1329394387001477,1.861152141802068,1.5066469719350073,0.2625,0.7875,0.4875,0.9625,0.975,0.85,0.8375,0.95,0.8875,0.925,0.825,0.2625,0.75,0.375,0.975,0.975,0.85,0.775,0.95,0.85,0.875,0.8,0.8849999999999999,25,0.7727272727272727,0.2,0.7078181818181818,0
603122,,Cacá,Cacá,2125,Brazil,Visconde do Rio Branco,Brazil,1999-04-25,Centre-Back,Defender,right,187.0,2026-12-31 00:00:00,,,,BRA1,Esporte Clube Vitória,1500000.0,3000000.0,Cacá,CB,Corinthians,2298.0,4.0,1.0,4.2,0.2,44.0,9.0,3.0,1.0,16.0,2.0,28.0,44.0,4.0,1.0,Centre-Back,0.1566579634464752,0.0391644908616188,0.1644908616187989,0.0078328981723237,1.723237597911227,0.3524804177545692,0.0391644908616188,0.6266318537859008,0.0783289817232376,1.0966057441253263,1.723237597911227,0.9875,0.7875,1.0,0.425,0.375,0.475,0.1875,0.575,0.6875,0.525,1.0,0.975,0.7,1.0,0.35,0.075,0.375,0.15,0.3,0.55,0.225,0.9,0.375,25,0.5151515151515151,0.2,0.4662121212121212,1
661245,Mateo,Gamarra,Mateo Gamarra,609,Paraguay,Concepción,Paraguay,2000-10-20,Centre-Back,Defender,left,183.0,2026-12-31 00:00:00,4.0,0.0,,BRA1,Cruzeiro Esporte Clube,,,Mateo Gamarra,CB,Athletico Paranaense,1482.0,0.0,0.0,1.2,0.2,59.0,4.0,4.0,2.0,12.0,2.0,30.0,28.0,7.0,0.0,Centre-Back,0.0,0.0,0.0728744939271255,0.0121457489878542,3.582995951417004,0.242914979757085,0.1214574898785425,0.728744939271255,0.1214574898785425,1.8218623481781375,1.7004048582995952,0.2625,0.35,0.7,0.425,0.6,0.275,0.325,0.4,0.6875,0.6125,0.6875,0.2625,0.35,0.825,0.425,0.675,0.3,0.35,0.45,0.825,0.85,0.875,0.725,24,,0.15,,1
739272,,Adriano Martins,Adriano Martins,10492,Brazil,Rio de Janeiro,Brazil,1997-04-01,Centre-Back,Defender,right,193.0,2026-12-31 00:00:00,,,,BRA1,Esporte Clube Juventude,,,Adriano Martins,CB,Atlético Goianiense,2990.0,0.0,0.0,1.2000000000000002,0.0,106.0,24.0,14.0,8.0,22.0,1.0,43.0,41.0,7.0,0.0,Centre-Back,0.0,0.0,0.0361204013377926,0.0,3.190635451505017,0.7224080267558528,0.2408026755852842,0.6622073578595318,0.0301003344481605,1.294314381270903,1.234113712374582,0.2625,0.35,0.7375,0.125,0.85,0.9,0.8375,0.7625,0.425,0.95,0.95,0.2625,0.35,0.45,0.125,0.6,0.725,0.55,0.325,0.325,0.4,0.6,0.5633333333333332,27,,0.375,,2
809716,,Lucas Freitas,Lucas Freitas,978,Brazil,Rio de Janeiro,Brazil,2001-01-20,Centre-Back,Defender,left,184.0,2027-12-31 00:00:00,0.0,0.0,,BRA1,Club de Regatas Vasco da Gama,1000000.0,1000000.0,Lucas Freitas,CB,Juventude,1256.0,0.0,0.0,0.2,0.1,43.0,8.0,4.0,1.0,13.0,0.0,9.0,23.0,3.0,1.0,Centre-Back,0.0,0.0,0.0143312101910828,0.0071656050955414,3.0812101910828025,0.5732484076433121,0.071656050955414,0.931528662420382,0.0,0.6449044585987261,1.6480891719745223,0.2625,0.35,0.0875,0.2875,0.3125,0.4,0.1875,0.4375,0.1625,0.025,0.5375,0.2625,0.35,0.1,0.3,0.5,0.575,0.2,0.675,0.1625,0.05,0.8375,0.4800000000000001,23,0.3939393939393939,0.125,0.5707651515151515,3
874223,,Gustavo Martins,Gustavo Martins,210,Brazil,Niterói,Brazil,2002-08-11,Centre-Back,Defender,right,191.0,2027-12-31 00:00:00,0.0,0.0,,BRA1,Grêmio Foot-Ball Porto Alegrense,4000000.0,4000000.0,Gustavo Martins Santos,CB,Grêmio,1377.0,2.0,0.0,2.0,0.0,45.0,1.0,1.0,0.0,3.0,1.0,23.0,21.0,1.0,1.0,Centre-Back,0.130718954248366,0.0,0.130718954248366,0.0,2.9411764705882355,0.065359477124183,0.0,0.196078431372549,0.065359477124183,1.5032679738562091,1.3725490196078431,0.8625,0.35,0.9,0.125,0.45,0.0625,0.0625,0.05,0.425,0.3875,0.45,0.925,0.35,0.925,0.125,0.425,0.05,0.0625,0.05,0.45,0.65,0.725,0.515,22,0.7727272727272727,0.1,0.5008181818181818,1
880217,,Alix,Alix,8793,Brazil,Simões Filho,Brazil,1999-11-06,Centre-Back,Defender,right,195.0,2028-12-31 00:00:00,,,,BRA1,Red Bull Bragantino,3000000.0,3000000.0,Alix Vinicius,CB,Atlético Goianiense,2042.0,0.0,0.0,1.3,0.6,69.0,11.0,14.0,10.0,20.0,0.0,28.0,43.0,6.0,2.0,Centre-Back,0.0,0.0,0.0572967678746327,0.0264446620959843,3.041136141038198,0.484818805093046,0.4407443682664055,0.881488736532811,0.0,1.2340842311459357,1.895200783545544,0.2625,0.35,0.775,0.6875,0.675,0.6,0.9375,0.6625,0.1625,0.525,0.975,0.2625,0.35,0.725,0.675,0.45,0.525,0.85,0.575,0.1625,0.325,0.95,0.56,25,0.6666666666666666,0.2,0.5393333333333333,3
958598,,Robert Renan,Robert Renan,978,Brazil,Brasília,Brazil,2003-10-11,Centre-Back,Defender,left,186.0,2026-12-31 00:00:00,0.0,0.0,,BRA1,Club de Regatas Vasco da Gama,10000000.0,10000000.0,Robert Renan,"CB,RW",Internacional,959.0,0.0,1.0,0.6000000000000001,0.2,45.0,16.0,16.0,8.0,14.0,1.0,24.0,10.0,2.0,0.0,Centre-Back,0.0,0.0938477580813347,0.0563086548488008,0.0187695516162669,4.223149113660062,1.5015641293013555,0.7507820646506778,1.313868613138686,0.0938477580813347,2.2523461939520333,0.9384775808133472,0.2625,0.7875,0.425,0.425,0.45,0.75,0.8375,0.4875,0.425,0.4375,0.1125,0.2625,0.925,0.7,0.55,0.825,0.9,0.95,0.825,0.65,1.0,0.3,0.7416666666666667,21,0.9393939393939394,0.075,0.5989015151515151,0
1097224,,Janderson,Janderson,609,Brazil,Altos,Brazil,2005-08-31,Centre-Back,Defender,right,190.0,2029-02-01 00:00:00,,,,BRA1,Cruzeiro Esporte Clube,,,Janderson,LW,Vitória,1937.0,4.0,0.0,3.3000000000000003,1.6,53.0,61.0,82.0,31.0,64.0,4.0,31.0,18.0,8.0,0.0,Centre-Back,0.1858544140423335,0.0,0.1533298915849251,0.0743417656169334,2.462570986060919,2.834279814145586,1.4403717088280847,2.9736706246773363,0.1858544140423335,1.4403717088280847,0.8363448631905007,0.9875,0.35,0.925,0.9,0.5625,0.975,0.975,0.975,0.9625,0.7125,0.325,1.0,0.35,0.975,0.95,0.375,1.0,1.0,1.0,0.925,0.525,0.225,0.4583333333333333,19,,0.05,,0
1364987,,Breno,Breno,2462,,,Brazil,2007-03-24,Centre-Back,Defender,both,,,,,,BRA1,Fluminense Football Club,,,Breno,AM,Corinthians,2969.0,3.0,2.0,4.0,1.8,130.0,86.0,72.0,39.0,94.0,8.0,46.0,37.0,6.0,0.0,Centre-Back,0.0909397103401818,0.0606264735601212,0.1212529471202425,0.0545638262041091,3.940720781407881,2.606938363085214,1.1822162344223646,2.8494442573256986,0.242505894240485,1.3944088918827888,1.1215897608622432,0.925,0.95,0.975,0.9625,0.95,1.0,1.0,1.0,1.0,0.975,0.9125,0.825,0.775,0.9,0.825,0.775,0.975,0.975,0.975,0.95,0.5,0.4,0.6283333333333333,17,,0.025,,0
47592,,Fagner,Fagner,609,Brazil,São Paulo,Brazil,1989-06-11,Right-Back,Defender,right,168.0,2026-12-31 00:00:00,10.0,0.0,,BRA1,Cruzeiro Esporte Clube,200000.0,7000000.0,Fagner,RB,Corinthians,913.0,0.0,1.0,0.1,2.2,39.0,14.0,6.0,4.0,32.0,5.0,23.0,8.0,4.0,1.0,Full-Back,0.0,0.0985761226725082,0.0098576122672508,0.2168674698795181,3.844468784227821,1.380065717415115,0.3943044906900328,3.154435925520263,0.4928806133625411,2.267250821467689,0.7886089813800657,0.1571428571428571,0.4285714285714285,0.0857142857142857,0.6428571428571429,0.1428571428571428,0.1,0.0714285714285714,0.3714285714285714,0.6428571428571429,0.1571428571428571,0.0571428571428571,0.1571428571428571,0.6571428571428571,0.1142857142857142,1.0,0.4285714285714285,0.2,0.2285714285714285,0.8571428571428571,0.9714285714285714,0.6,0.2285714285714285,0.4822857142857142,35,0.0806451612903225,0.9285714285714286,0.5299244239631336,0
75080,Alan,Ruschel,Alan Ruschel,10492,Brazil,Taquara,Brazil,1989-08-23,Left-Back,Defender,left,176.0,2026-12-31 00:00:00,,,,BRA1,Esporte Clube Juventude,,,Alan Ruschel,LB,Juventude,2243.0,1.0,1.0,0.7,1.6,120.0,43.0,24.0,10.0,56.0,5.0,69.0,30.0,7.0,2.0,Full-Back,0.0401248328131966,0.0401248328131966,0.0280873829692376,0.0641997325011145,4.814979937583594,1.7253678109674544,0.4012483281319661,2.2469906375390103,0.200624164065983,2.768613464110566,1.2037449843958985,0.4857142857142857,0.4285714285714285,0.4285714285714285,0.4714285714285714,0.7714285714285715,0.6714285714285714,0.4857142857142857,0.6571428571428571,0.6428571428571429,0.9428571428571428,0.8714285714285714,0.3714285714285714,0.3714285714285714,0.3428571428571428,0.2571428571428571,0.6857142857142857,0.3714285714285714,0.2857142857142857,0.4857142857142857,0.5142857142857142,0.8,0.7714285714285715,0.5085714285714286,35,,0.9285714285714286,,1
75435,,Marcos Rocha,Marcos Rocha,210,Brazil,Sete Lagoas,Brazil,1988-12-11,Right-Back,Defender,right,176.0,2026-12-31 00:00:00,2.0,0.0,,BRA1,Grêmio Foot-Ball Porto Alegrense,200000.0,6000000.0,Marcos Rocha,WB,Palmeiras,1936.0,0.0,2.0,0.3,3.6,150.0,35.0,18.0,8.0,83.0,7.0,55.0,22.0,5.0,1.0,Full-Back,0.0,0.0929752066115702,0.0139462809917355,0.1673553719008264,6.973140495867769,1.6270661157024793,0.371900826446281,3.858471074380165,0.3254132231404958,2.5568181818181817,1.0227272727272727,0.1571428571428571,0.6428571428571429,0.2,0.9142857142857144,0.9714285714285714,0.4571428571428571,0.3,0.9428571428571428,0.8857142857142857,0.7142857142857143,0.6,0.1571428571428571,0.6285714285714286,0.1428571428571428,0.8571428571428571,1.0,0.3142857142857143,0.1714285714285714,0.9714285714285714,0.8,0.7428571428571429,0.5142857142857142,0.64,36,0.0806451612903225,1.0,0.6138387096774194,0
137745,,Marçal,Marçal,537,Brazil,São Paulo,Brazil,1989-02-19,Left-Back,Defender,left,178.0,2026-12-31 00:00:00,,,,BRA1,S. A. F. Botafogo,200000.0,8000000.0,Fernando Marçal,LB,Botafogo (RJ),1014.0,1.0,0.0,0.3,0.6,59.0,18.0,9.0,4.0,23.0,0.0,28.0,9.0,5.0,0.0,Full-Back,0.0887573964497041,0.0,0.0266272189349112,0.0532544378698224,5.236686390532545,1.5976331360946745,0.3550295857988166,2.0414201183431957,0.0,2.485207100591716,0.7988165680473372,0.4857142857142857,0.1714285714285714,0.2,0.0714285714285714,0.4,0.1714285714285714,0.0714285714285714,0.1142857142857142,0.0571428571428571,0.3,0.1285714285714285,0.7714285714285715,0.1714285714285714,0.3142857142857143,0.1714285714285714,0.8,0.2571428571428571,0.1142857142857142,0.2857142857142857,0.0571428571428571,0.6857142857142857,0.2571428571428571,0.3817142857142856,35,0.0806451612903225,0.9285714285714286,0.4695815668202764,2
147361,,Mayke,Mayke,221,Brazil,Carangola,Brazil,1992-11-10,Right-Back,Defender,right,178.0,2027-12-31 00:00:00,,,,BRA1,Santos Futebol Clube,1500000.0,5500000.0,Mayke,RB,Palmeiras,1035.0,1.0,0.0,1.2,0.8,73.0,20.0,11.0,8.0,36.0,2.0,36.0,13.0,7.0,0.0,Full-Back,0.0869565217391304,0.0,0.1043478260869565,0.0695652173913043,6.3478260869565215,1.7391304347826086,0.6956521739130435,3.130434782608696,0.1739130434782608,3.130434782608696,1.1304347826086956,0.4857142857142857,0.1714285714285714,0.6428571428571429,0.1714285714285714,0.4571428571428571,0.2285714285714285,0.3,0.4285714285714285,0.2571428571428571,0.4285714285714285,0.3285714285714285,0.7142857142857143,0.1714285714285714,0.8857142857142857,0.3428571428571428,0.9428571428571428,0.4,0.5142857142857142,0.8285714285714286,0.4,0.9428571428571428,0.6,0.5702857142857143,32,0.2903225806451613,0.7857142857142857,0.5517336405529955,1
147410,Raúl,Cáceres,Raúl Cáceres,2125,Paraguay,Asunción,Paraguay,1991-09-18,Right-Back,Defender,right,180.0,2026-12-31 00:00:00,0.0,0.0,,BRA1,Esporte Clube Vitória,,,Raúl Cáceres,RB,Vitória,1695.0,0.0,3.0,0.1,2.4,50.0,51.0,18.0,7.0,44.0,7.0,38.0,16.0,2.0,0.0,Full-Back,0.0,0.1592920353982301,0.0053097345132743,0.127433628318584,2.6548672566371683,2.7079646017699117,0.3716814159292035,2.336283185840708,0.3716814159292035,2.017699115044248,0.8495575221238938,0.1571428571428571,0.8285714285714286,0.0857142857142857,0.7285714285714285,0.2571428571428571,0.7714285714285715,0.2285714285714285,0.5,0.8857142857142857,0.4857142857142857,0.4571428571428571,0.1571428571428571,0.8571428571428571,0.0571428571428571,0.6857142857142857,0.1142857142857142,0.9142857142857144,0.1428571428571428,0.5714285714285714,0.8571428571428571,0.4571428571428571,0.3142857142857143,0.5222857142857142,33,,0.8285714285714286,,0
167724,,Diogo Barbosa,Diogo Barbosa,10870,Brazil,Terra Nova do Norte,Brazil,1992-08-17,Left-Back,Defender,left,179.0,,,,,BRA1,Fortaleza Esporte Clube,,,Diogo Barbosa,LB,Fluminense,1759.0,0.0,0.0,0.0,0.6000000000000001,111.0,41.0,35.0,15.0,30.0,0.0,35.0,9.0,5.0,0.0,Full-Back,0.0,0.0,0.0,0.030699260943718,5.679363274587834,2.0977828311540647,0.7674815235929505,1.534963047185901,0.0,1.7907902217168847,0.4604889141557703,0.1571428571428571,0.1714285714285714,0.0285714285714285,0.1142857142857142,0.6857142857142857,0.6142857142857143,0.6285714285714286,0.3,0.0571428571428571,0.4,0.1285714285714285,0.1571428571428571,0.1714285714285714,0.0285714285714285,0.0857142857142857,0.8571428571428571,0.6285714285714286,0.6571428571428571,0.1142857142857142,0.0571428571428571,0.2571428571428571,0.0285714285714285,0.4182857142857143,32,,0.7857142857142857,,2
188862,Guillermo,Varela,Guillermo Varela,614,Uruguay,Montevideo,Uruguay,1993-03-24,Right-Back,Defender,right,174.0,2027-12-31 00:00:00,30.0,0.0,,BRA1,Clube de Regatas do Flamengo,1000000.0,2500000.0,Guillermo Varela,RB,Flamengo,1038.0,1.0,0.0,0.2,1.0,24.0,14.0,15.0,6.0,17.0,2.0,18.0,12.0,2.0,0.0,Full-Back,0.0867052023121387,0.0,0.0173410404624277,0.0867052023121387,2.0809248554913293,1.213872832369942,0.5202312138728323,1.4739884393063585,0.1734104046242774,1.5606936416184969,1.0404624277456649,0.4857142857142857,0.1714285714285714,0.1428571428571428,0.3142857142857143,0.0285714285714285,0.1,0.1857142857142857,0.0285714285714285,0.2571428571428571,0.0571428571428571,0.2714285714285714,0.6714285714285714,0.1714285714285714,0.2,0.5428571428571428,0.0285714285714285,0.0857142857142857,0.4,0.0571428571428571,0.3714285714285714,0.1142857142857142,0.5428571428571428,0.2411428571428571,31,0.2258064516129032,0.7428571428571429,0.376805529953917,2
198250,,Samuel Xavier,Samuel Xavier,2462,Brazil,São Paulo,Brazil,1990-06-06,Right-Back,Defender,right,166.0,2027-12-31 00:00:00,,,,BRA1,Fluminense Football Club,200000.0,2000000.0,Samuel Xavier,RB,Fluminense,2660.0,0.0,2.0,0.7000000000000001,1.9,135.0,64.0,31.0,9.0,59.0,5.0,48.0,19.0,5.0,0.0,Full-Back,0.0,0.0676691729323308,0.0236842105263157,0.0642857142857142,4.56766917293233,2.165413533834587,0.3045112781954887,1.9962406015037597,0.169172932330827,1.62406015037594,0.6428571428571428,0.1571428571428571,0.6428571428571429,0.4571428571428571,0.5285714285714286,0.8571428571428571,0.9428571428571428,0.4,0.7,0.6428571428571429,0.6,0.5,0.1571428571428571,0.4571428571428571,0.2857142857142857,0.2857142857142857,0.6285714285714286,0.6571428571428571,0.0857142857142857,0.2285714285714285,0.3428571428571428,0.2285714285714285,0.1142857142857142,0.4057142857142857,34,0.0806451612903225,0.8571428571428571,0.4946958525345621,2
225617,,Reinaldo,Reinaldo,3876,Brazil,Porto Calvo,Brazil,1989-09-28,Left-Back,Defender,left,178.0,2026-12-31 00:00:00,,,,BRA1,Mirasol Futebol Clube,350000.0,4000000.0,Reinaldo,LB,Grêmio,2436.0,2.0,2.0,1.6,2.9000000000000004,127.0,34.0,50.0,27.0,76.0,4.0,51.0,19.0,5.0,0.0,Full-Back,0.0738916256157635,0.0738916256157635,0.0591133004926108,0.1071428571428571,4.692118226600985,1.2561576354679804,0.997536945812808,2.8078817733990147,0.147783251231527,1.8842364532019704,0.7019704433497537,0.7571428571428571,0.6428571428571429,0.8285714285714286,0.8285714285714286,0.8,0.4142857142857143,0.8428571428571429,0.8571428571428571,0.5142857142857142,0.6571428571428571,0.5,0.4857142857142857,0.5142857142857142,0.6857142857142857,0.6285714285714286,0.6571428571428571,0.1142857142857142,0.8,0.7428571428571429,0.2857142857142857,0.3428571428571428,0.1714285714285714,0.4422857142857143,35,0.1612903225806451,0.9285714285714286,0.4857631336405529,3
341710,,William,William,609,Brazil,Pelotas,Brazil,1995-04-03,Right-Back,Defender,right,171.0,2026-12-31 00:00:00,0.0,0.0,,BRA1,Cruzeiro Esporte Clube,3000000.0,14000000.0,William,RB,Cruzeiro,2963.0,5.0,5.0,4.5,4.6,139.0,83.0,85.0,36.0,92.0,10.0,97.0,52.0,8.0,0.0,Full-Back,0.1518731015862301,0.1518731015862301,0.1366857914276071,0.1397232534593317,4.222072224097198,2.521093486331421,1.0934863314208572,2.7944650691866357,0.3037462031724603,2.946338170772865,1.5794802564967938,1.0,0.9571428571428572,1.0,0.9714285714285714,0.9142857142857144,1.0,0.9714285714285714,0.9714285714285714,0.9857142857142858,1.0,1.0,0.9428571428571428,0.8285714285714286,0.9714285714285714,0.7714285714285715,0.5428571428571428,0.8285714285714286,0.8285714285714286,0.7142857142857143,0.7714285714285715,0.8857142857142857,0.9714285714285714,0.7862857142857144,29,0.5645161290322581,0.7,0.6256423963133642,3
346766,Guilherme,Arana,Guilherme Arana,2462,Brazil,São Paulo,Brazil,1997-04-14,Left-Back,Defender,left,176.0,2029-12-31 00:00:00,13.0,0.0,,BRA1,Fluminense Football Club,6000000.0,14000000.0,Guilherme Arana,WB,Atlético Mineiro,1213.0,1.0,1.0,0.5,1.0,90.0,41.0,23.0,10.0,46.0,3.0,21.0,13.0,5.0,0.0,Full-Back,0.0741962077493817,0.0741962077493817,0.0370981038746908,0.0741962077493817,6.677658697444353,3.0420445177246496,0.7419620774938169,3.413025556471558,0.2225886232481451,1.5581203627370157,0.964550700741962,0.4857142857142857,0.4285714285714285,0.3714285714285714,0.3142857142857143,0.5857142857142857,0.6142857142857143,0.4857142857142857,0.5857142857142857,0.4,0.1142857142857142,0.3285714285714285,0.5142857142857142,0.5428571428571428,0.5142857142857142,0.4,0.9714285714285714,0.9714285714285714,0.5714285714285714,0.9428571428571428,0.5714285714285714,0.0857142857142857,0.4571428571428571,0.6285714285714286,27,0.7258064516129032,0.5428571428571428,0.5142626728110599,3
348769,Marcelo,Hermes,Marcelo Hermes,10492,Brazil,Sarandi,Brazil,1995-02-01,Left-Back,Defender,left,177.0,2026-12-31 00:00:00,,,,BRA1,Esporte Clube Juventude,450000.0,750000.0,Marcelo Hermes,LB,Criciúma,3205.0,2.0,5.0,1.5,2.9,131.0,50.0,35.0,16.0,111.0,10.0,57.0,41.0,4.0,0.0,Full-Back,0.0561622464898595,0.1404056162246489,0.0421216848673947,0.0814352574102964,3.678627145085804,1.40405616224649,0.4492979719188767,3.117004680187208,0.2808112324492979,1.6006240249609982,1.1513260530421217,0.7571428571428571,0.9571428571428572,0.8,0.8,0.8285714285714286,0.7428571428571429,0.6571428571428571,1.0,0.9857142857142858,0.7714285714285715,0.9714285714285714,0.4571428571428571,0.7714285714285715,0.5714285714285714,0.5142857142857142,0.3428571428571428,0.2285714285714285,0.3142857142857143,0.8,0.7142857142857143,0.1714285714285714,0.6857142857142857,0.4171428571428571,29,0.1935483870967742,0.7,0.4968986175115207,0
349585,,Ayrton Lucas,Ayrton Lucas,614,Brazil,Carnaúba dos Dantas,Brazil,1997-06-19,Left-Back,Defender,left,180.0,2027-12-31 00:00:00,2.0,0.0,,BRA1,Clube de Regatas do Flamengo,4000000.0,9000000.0,Ayrton Lucas,RB,Flamengo,2393.0,3.0,3.0,1.3,2.0,106.0,59.0,67.0,32.0,59.0,5.0,50.0,23.0,3.0,0.0,Full-Back,0.1128290848307563,0.1128290848307563,0.048892603426661,0.0752193898871709,3.9866276640200575,2.218972001671542,1.203510238194735,2.218972001671542,0.1880484747179273,1.880484747179273,0.8650229837024656,0.9,0.8285714285714286,0.7,0.5714285714285714,0.6571428571428571,0.8571428571428571,0.9285714285714286,0.7,0.6428571428571429,0.6285714285714286,0.6285714285714286,0.8285714285714286,0.6857142857142857,0.6,0.4285714285714285,0.4857142857142857,0.6857142857142857,0.8857142857142857,0.4285714285714285,0.4857142857142857,0.3142857142857143,0.4,0.5417142857142858,27,0.6451612903225806,0.5428571428571428,0.4823096774193549,3
373170,Cristian,Pavón,Cristian Pavón,210,Argentina,Anisacate,Argentina,1996-01-21,Right-Back,Defender,right,174.0,2026-12-31 00:00:00,11.0,0.0,,BRA1,Grêmio Foot-Ball Porto Alegrense,1700000.0,20000000.0,Cristian Pavón,RW,Grêmio,1087.0,1.0,3.0,2.7,2.3,43.0,29.0,40.0,18.0,47.0,6.0,13.0,12.0,4.0,0.0,Full-Back,0.0827966881324747,0.2483900643974241,0.2235510579576817,0.1904323827046918,3.560257589696412,2.401103955841766,1.4903403863845446,3.891444342226311,0.4967801287948482,1.076356945722171,0.9935602575896963,0.4857142857142857,0.8285714285714286,0.9714285714285714,0.6857142857142857,0.1714285714285714,0.3,0.6857142857142857,0.6285714285714286,0.7857142857142857,0.0285714285714285,0.2714285714285714,0.6285714285714286,0.9714285714285714,1.0,0.9142857142857144,0.2857142857142857,0.7714285714285715,0.9142857142857144,1.0,1.0,0.0285714285714285,0.4857142857142857,0.6091428571428571,28,0.3709677419354839,0.6428571428571429,0.5763152073732719,3
406676,Juninho,Capixaba,Juninho Capixaba,8793,Brazil,Cachoeiro de Itapemirim,Brazil,1997-07-06,Left-Back,Defender,left,176.0,2028-12-31 00:00:00,,,,BRA1,Red Bull Bragantino,8000000.0,8000000.0,Juninho Capixaba,LB,Red Bull Bragantino,1872.0,2.0,0.0,1.7000000000000002,0.6,90.0,34.0,32.0,13.0,31.0,1.0,62.0,28.0,4.0,0.0,Full-Back,0.0961538461538461,0.0,0.0817307692307692,0.0288461538461538,4.3269230769230775,1.6346153846153848,0.625,1.4903846153846154,0.048076923076923,2.980769230769231,1.3461538461538465,0.7571428571428571,0.1714285714285714,0.8714285714285714,0.0714285714285714,0.5857142857142857,0.4142857142857143,0.5714285714285714,0.3428571428571428,0.1428571428571428,0.8428571428571429,0.8285714285714286,0.8,0.1714285714285714,0.8285714285714286,0.0571428571428571,0.6,0.3428571428571428,0.4571428571428571,0.0857142857142857,0.1428571428571428,0.9142857142857144,0.8857142857142857,0.4708571428571428,27,0.8548387096774194,0.5428571428571428,0.3873760368663594,1
412594,,Paulo Henrique,Paulo Henrique,978,Brazil,Sete Barras,Brazil,1996-07-25,Right-Back,Defender,right,175.0,2027-12-31 00:00:00,2.0,1.0,,BRA1,Club de Regatas Vasco da Gama,6000000.0,6000000.0,Paulo Henrique,RB,Vasco da Gama,2516.0,1.0,0.0,1.8,1.6,86.0,56.0,95.0,46.0,60.0,2.0,96.0,36.0,6.0,0.0,Full-Back,0.0357710651828298,0.0,0.0643879173290938,0.0572337042925278,3.0763116057233706,2.0031796502384736,1.645468998410175,2.1462639109697936,0.0715421303656597,3.434022257551669,1.287758346581876,0.4857142857142857,0.1714285714285714,0.9142857142857144,0.4714285714285714,0.5142857142857142,0.8,1.0,0.7428571428571429,0.2571428571428571,0.9714285714285714,0.9142857142857144,0.3428571428571428,0.1714285714285714,0.8,0.2,0.2285714285714285,0.5428571428571428,0.9428571428571428,0.3428571428571428,0.1714285714285714,1.0,0.8571428571428571,0.5051428571428571,28,0.7258064516129032,0.6428571428571429,0.4252055299539169,1
430339,José Luis,Rodríguez,José Luis Rodríguez,978,Uruguay,Canelones,Uruguay,1997-03-14,Right-Back,Defender,right,183.0,2027-12-31 00:00:00,5.0,0.0,,BRA1,Club de Regatas Vasco da Gama,1500000.0,3000000.0,José Luis Rodríguez Bebanz,LW,Vasco da Gama,1123.0,1.0,2.0,0.8,2.2,51.0,38.0,12.0,5.0,27.0,6.0,20.0,15.0,1.0,0.0,Full-Back,0.0801424755120213,0.1602849510240427,0.0641139804096171,0.176313446126447,4.08726625111309,3.0454140694568124,0.4007123775601068,2.163846838824577,0.4808548530721282,1.6028495102404274,1.2021371326803203,0.4857142857142857,0.6428571428571429,0.5428571428571428,0.6428571428571429,0.3285714285714285,0.5142857142857142,0.1285714285714285,0.2285714285714285,0.7857142857142857,0.0857142857142857,0.4,0.6,0.8857142857142857,0.7714285714285715,0.8857142857142857,0.5142857142857142,1.0,0.2571428571428571,0.3714285714285714,0.9428571428571428,0.2,0.7428571428571429,0.6845714285714286,27,0.2903225806451613,0.5428571428571428,0.6567336405529954,3
